ANNO_ACCADEMICO;ATENEO_CODICE;ATENEO_NOME;ATENEO_REGIONE;GRUPPO_CORSO;CLASSE_CORSO_NOME;CORSO_DI_STUDIO;STUDENTE
2014;101;Torino;Piemonte;AGRARIA;Scienze e tecnologie alimentari;Scienze Viticole ed Enologiche;6
2014;101;Torino;Piemonte;AGRARIA;Specialistiche in scienze e gestione delle risorse rurali e forestali;Difesa del Suolo e Manutenzione Forestale del Territorio;2
2014;101;Torino;Piemonte;AGRARIA;Scienze e tecnologie forestali ed ambientali;Scienze Forestali e Ambientali;53
2014;101;Torino;Piemonte;AGRARIA;Scienze e tecnologie alimentari;Scienze Viticole ed Enologiche;46
2014;101;Torino;Piemonte;AGRARIA;Scienze e tecnologie alimentari;Scienze e Tecnologie Alimentari;73
2014;101;Torino;Piemonte;AGRARIA;Scienze e tecnologie agrarie;Scienze Agrarie;61
2014;101;Torino;Piemonte;AGRARIA;Specialistiche in scienze e tecnologie agrozootecniche;Scienze e Tecnologie Zootecniche;1
2014;101;Torino;Piemonte;AGRARIA;Specialistiche in scienze e tecnologie agroalimentari;Scienze Viticole ed Enologiche;2
2014;101;Torino;Piemonte;AGRARIA;Specialistiche in scienze e tecnologie agroalimentari;Scienze e Tecnologie Agroalimentari;5
2014;101;Torino;Piemonte;AGRARIA;Specialistiche in scienze e tecnologie agrarie;Agroecologia (Già C.D.L. Spec. in Difesa Ecocompatibile delle Piante e C.D.L. Spec. in Agroingegneria Gestionale e del Territorio);1
2014;101;Torino;Piemonte;AGRARIA;Specialistiche in scienze e gestione delle risorse rurali e forestali;Scienze Forestali e Ambientali;1
2014;101;Torino;Piemonte;AGRARIA;Scienze zootecniche e tecnologie  animali;Scienze Zootecniche;31
2014;101;Torino;Piemonte;CHIMICO-FARMACEUTICA;Scienze e tecnologie della chimica industriale;Chimica Industriale;47
2014;101;Torino;Piemonte;CHIMICO-FARMACEUTICA;Specialistiche in scienze chimiche;Chimica Clinica, Forense e dello Sport;4
2014;101;Torino;Piemonte;CHIMICO-FARMACEUTICA;Specialistiche in scienze chimiche;Chimica dell'Ambiente e dei Beni Culturali;1
2014;101;Torino;Piemonte;CHIMICO-FARMACEUTICA;Scienze chimiche;Chimica Clinica, Forense e dello Sport;86
2014;101;Torino;Piemonte;CHIMICO-FARMACEUTICA;Scienze chimiche;Chimica dell'Ambiente;72
2014;101;Torino;Piemonte;CHIMICO-FARMACEUTICA;Scienze chimiche;Metodologie Chimiche Avanzate;29
2014;101;Torino;Piemonte;DIFESA E SICUREZZA;Specialistiche nelle scienze della difesa e della sicurezza;Scienze Strategiche e Militari;102
2014;101;Torino;Piemonte;DIFESA E SICUREZZA;Specialistiche nelle scienze della difesa e della sicurezza;Scienze Strategiche ed Economico-Amministrative;2
2014;101;Torino;Piemonte;DIFESA E SICUREZZA;Specialistiche nelle scienze della difesa e della sicurezza;Scienze Strategiche e Politico-Organizzative;18
2014;101;Torino;Piemonte;DIFESA E SICUREZZA;Specialistiche nelle scienze della difesa e della sicurezza;Scienze Strategiche e Logistiche;11
2014;101;Torino;Piemonte;DIFESA E SICUREZZA;Specialistiche nelle scienze della difesa e della sicurezza;Scienze Strategiche;17
2014;101;Torino;Piemonte;DIFESA E SICUREZZA;Specialistiche nelle scienze della difesa e della sicurezza;Scienze Strategiche e dei Sistemi Infrastrutturali;2
2014;101;Torino;Piemonte;ECONOMICO-STATISTICA;Scienze dell'economia;Economics;8
2014;101;Torino;Piemonte;ECONOMICO-STATISTICA;Specialistiche in scienze economico-aziendali;Professioni Contabili;10
2014;101;Torino;Piemonte;ECONOMICO-STATISTICA;Scienze statistiche attuariali e finanziarie;Quantitative Finance And Insurance - Finanza Quantitativa e Assicurazioni;67
2014;101;Torino;Piemonte;ECONOMICO-STATISTICA;Scienze statistiche;Scienze Statistiche, Economiche e Manageriali;68
2014;101;Torino;Piemonte;ECONOMICO-STATISTICA;Scienze economico-aziendali;Professioni Contabili;355
2014;101;Torino;Piemonte;ECONOMICO-STATISTICA;Scienze economico-aziendali;Management Pubblico;2
2014;101;Torino;Piemonte;ECONOMICO-STATISTICA;Scienze economico-aziendali;Finanza Aziendale e Mercati Finanziari;359
2014;101;Torino;Piemonte;ECONOMICO-STATISTICA;Scienze economico-aziendali;Economia e Direzione delle Imprese;549
2014;101;Torino;Piemonte;ECONOMICO-STATISTICA;Scienze economico-aziendali;Direzione d'Impresa, Marketing e Strategia;335
2014;101;Torino;Piemonte;ECONOMICO-STATISTICA;Scienze economico-aziendali;Business Administration;19
2014;101;Torino;Piemonte;ECONOMICO-STATISTICA;Scienze economico-aziendali;Amministrazione e Controllo Aziendale;439
2014;101;Torino;Piemonte;ECONOMICO-STATISTICA;Scienze dell'economia;Economics / Economia;34
2014;101;Torino;Piemonte;ECONOMICO-STATISTICA;Scienze dell'economia;Economia e Management;171
2014;101;Torino;Piemonte;ECONOMICO-STATISTICA;Scienze dell'economia;Economia e Diritto;1
2014;101;Torino;Piemonte;ECONOMICO-STATISTICA;Scienze dell'economia;Economia dell'Ambiente, della Cultura e del Territorio;113
2014;101;Torino;Piemonte;ECONOMICO-STATISTICA;Specialistiche in scienze dell'economia;Economia delle Istituzioni, dell'Ambiente e del Territorio;1
2014;101;Torino;Piemonte;ECONOMICO-STATISTICA;Specialistiche in statistica economica, finanziaria ed attuariale;Scienze Assicurative e Attuariali;2
2014;101;Torino;Piemonte;ECONOMICO-STATISTICA;Specialistiche in scienze economico-aziendali;Economia e Direzione delle Imprese;23
2014;101;Torino;Piemonte;ECONOMICO-STATISTICA;Specialistiche in scienze economico-aziendali;Business Administration;11
2014;101;Torino;Piemonte;ECONOMICO-STATISTICA;Specialistiche in scienze dell'economia;Scambi Internazionali;5
2014;101;Torino;Piemonte;ECONOMICO-STATISTICA;Specialistiche in scienze dell'economia;Economia e Diritto dell'Impresa;6
2014;101;Torino;Piemonte;ECONOMICO-STATISTICA;Scienze dell'economia;Economia e Management Internazionale;63
2014;101;Torino;Piemonte;ECONOMICO-STATISTICA;Scienze dell'economia;Economia , Istituzioni e Territorio;4
2014;101;Torino;Piemonte;EDUCAZIONE FISICA;Specialistiche in organizzazione e gestione dei servizi per lo sport e le attivita motorie;Manager delle Attivita' Fisiche e Sportive;2
2014;101;Torino;Piemonte;EDUCAZIONE FISICA;Scienze e tecniche dello sport;Scienze e Tecniche Avanzate dello Sport;202
2014;101;Torino;Piemonte;EDUCAZIONE FISICA;Scienze e tecniche delle attività motorie preventive e adattate;Scienze dell'Educazione Motoria e delle Attività Adattate;188
2014;101;Torino;Piemonte;EDUCAZIONE FISICA;Organizzazione e gestione dei servizi per lo sport e le attività motorie;Attività Manageriale Applicata allo Sport ed all'Attività Fisica;1
2014;101;Torino;Piemonte;EDUCAZIONE FISICA;Specialistiche in scienze e tecnica dello sport;Scienze e Tecniche dello Sport e dell'Allenamento;3
2014;101;Torino;Piemonte;EDUCAZIONE FISICA;Specialistiche in scienze e tecniche delle attivita motorie preventive e adattative;Scienze e Tecniche delle Attivita' Fisiche Adattate;3
2014;101;Torino;Piemonte;GEO-BIOLOGICA;Biologia;Biologia dell'Ambiente;113
2014;101;Torino;Piemonte;GEO-BIOLOGICA;Scienze e tecnologie geologiche;Geologia Applicata all'Ingegneria e all'Ambiente;1
2014;101;Torino;Piemonte;GEO-BIOLOGICA;Biotecnologie mediche, veterinarie e farmaceutiche;Biotecnologie Molecolari;57
2014;101;Torino;Piemonte;GEO-BIOLOGICA;Biotecnologie mediche, veterinarie e farmaceutiche;Biotecnologie Mediche;76
2014;101;Torino;Piemonte;GEO-BIOLOGICA;Biotecnologie industriali;Biotecnologie Industriali;43
2014;101;Torino;Piemonte;GEO-BIOLOGICA;Scienze e tecnologie per l'ambiente e il territorio;Analisi e Gestione dell'Ambiente;1
2014;101;Torino;Piemonte;GEO-BIOLOGICA;Scienze e tecnologie geologiche;Scienze Geologiche Applicate;61
2014;101;Torino;Piemonte;GEO-BIOLOGICA;Biologia;Biotecnologie Vegetali;2
2014;101;Torino;Piemonte;GEO-BIOLOGICA;Specialistiche in biologia;Conservazione e Biodiversità Animale;2
2014;101;Torino;Piemonte;GEO-BIOLOGICA;Biologia;Biologia Cellulare e Molecolare;106
2014;101;Torino;Piemonte;GEO-BIOLOGICA;Specialistiche in biotecnologie mediche, veterinarie e farmaceutiche;Biotecnologie Mediche;3
2014;101;Torino;Piemonte;GEO-BIOLOGICA;Specialistiche in biotecnologie industriali;Biotecnologie Industriali;1
2014;101;Torino;Piemonte;GEO-BIOLOGICA;Specialistiche in biologia;Scienze Biomolecolari;1
2014;101;Torino;Piemonte;GEO-BIOLOGICA;Biotecnologie agrarie;Biotecnologie Vegetali;55
2014;101;Torino;Piemonte;GIURIDICA;Specialistiche in giurisprudenza;Giurisprudenza;42
2014;101;Torino;Piemonte;GIURIDICA;Specialistiche in giurisprudenza;Giurisprudenza (Corso Ad Esaurimento);19
2014;101;Torino;Piemonte;INGEGNERIA;Scienza e ingegneria dei materiali;Scienza dei Materiali;24
2014;101;Torino;Piemonte;INGEGNERIA;Scienza e ingegneria dei materiali;Scienza dei Materiali per i Beni Culturali;39
2014;101;Torino;Piemonte;INSEGNAMENTO;Specialistiche in scienze dell'educazione degli adulti e della formazione continua;Processi Educativi e Formazione Continua in Età Adulta;2
2014;101;Torino;Piemonte;INSEGNAMENTO;Scienze pedagogiche;Scienze Pedagogiche;111
2014;101;Torino;Piemonte;INSEGNAMENTO;Scienze dell'educazione degli adulti e della formazione continua;Scienze dell'Educazione degli Adulti e della Formazione Continua;5
2014;101;Torino;Piemonte;INSEGNAMENTO;Specialistiche in scienze pedagogiche;Formazione dei Formatori;6
2014;101;Torino;Piemonte;INSEGNAMENTO;Specialistiche in programmazione e gestione dei servizi educativi e formativi;Programmazione e Gestione dei Servizi Educativi e Formativi;6
2014;101;Torino;Piemonte;INSEGNAMENTO;Programmazione e gestione dei servizi educativi;Programmazione e Gestione dei Servizi Educativi e Formativi;125
2014;101;Torino;Piemonte;LETTERARIA;Scienze dello spettacolo e produzione multimediale;Discipline Cinematografiche. Storia, Teoria, Patrimonio;10
2014;101;Torino;Piemonte;LETTERARIA;Storia dell'arte;Storia dell'Arte;88
2014;101;Torino;Piemonte;LETTERARIA;Filologia, letterature e storia dell'antichità;Filologia, Letterature e Storia dell'Antichità;76
2014;101;Torino;Piemonte;LETTERARIA;Archeologia;Archeologia e Storia Antica;62
2014;101;Torino;Piemonte;LETTERARIA;Archeologia;Storia del Patrimonio Archeologico e Storico Artistico;4
2014;101;Torino;Piemonte;LETTERARIA;Musicologia e beni musicali;Storia e Critica delle Culture Musicali;4
2014;101;Torino;Piemonte;LETTERARIA;Archivistica e biblioteconomia;Scienze Storiche e Documentarie;1
2014;101;Torino;Piemonte;LETTERARIA;Scienze dello spettacolo e produzione multimediale;Cinema e Media;38
2014;101;Torino;Piemonte;LETTERARIA;Scienze dello spettacolo e produzione multimediale;Cinema e Nuovi Media;14
2014;101;Torino;Piemonte;LETTERARIA;Scienze dello spettacolo e produzione multimediale;Teatro e Arti della Scena;3
2014;101;Torino;Piemonte;LETTERARIA;Scienze dello spettacolo e produzione multimediale;Televisione e Nuovi Media;1
2014;101;Torino;Piemonte;LETTERARIA;Scienze filosofiche;Filosofia;213
2014;101;Torino;Piemonte;LETTERARIA;Scienze geografiche;Geografia;1
2014;101;Torino;Piemonte;LETTERARIA;Scienze geografiche;Geografia e Scienze Territoriali;7
2014;101;Torino;Piemonte;LETTERARIA;Scienze storiche;Scienze Storiche;89
2014;101;Torino;Piemonte;LETTERARIA;Filologia moderna;Letteratura,Filologia e Linguistica Italiana;29
2014;101;Torino;Piemonte;LETTERARIA;Storia dell'arte;Metodologie della Storia dell'Arte;6
2014;101;Torino;Piemonte;LETTERARIA;Specialistiche in storia dell'arte;Metodologia e Storia del Museo, del Restauro e delle Tecniche Artistiche;2
2014;101;Torino;Piemonte;LETTERARIA;Scienze storiche;Scienze Storiche e Documentarie;29
2014;101;Torino;Piemonte;LETTERARIA;Specialistiche in musicologia e beni musicali;Corso di Laurea Specialistica in Storia e Critica delle Culture e dei Beni Musicali;2
2014;101;Torino;Piemonte;LETTERARIA;Specialistiche in antropologia culturale ed etnologia;Antropologia Culturale ed Etnologia;21
2014;101;Torino;Piemonte;LETTERARIA;Specialistiche in conservazione e restauro del patrimonio storico-artistico;Scienza e Tecnologia per i Beni Culturali;1
2014;101;Torino;Piemonte;LETTERARIA;Specialistiche in filologia e letterature dell'antichita;Filologia e Letterature dell'Antichità;7
2014;101;Torino;Piemonte;LETTERARIA;Specialistiche in filologia moderna;Culture Moderne Comparate;6
2014;101;Torino;Piemonte;LETTERARIA;Specialistiche in filologia moderna;Laurea Specialistica in Culture Moderne Comparate;3
2014;101;Torino;Piemonte;LETTERARIA;Specialistiche in storia della filosofia;Filosofia e Storia delle Idee;11
2014;101;Torino;Piemonte;LETTERARIA;Specialistiche in lingua e cultura italiana;Letteratura, Filologia e Linguistica Italiana;14
2014;101;Torino;Piemonte;LETTERARIA;Filologia moderna;Letteratura, Filologia e Linguistica Italiana;118
2014;101;Torino;Piemonte;LETTERARIA;Specialistiche in scienze delle religioni;Scienze delle Religioni;4
2014;101;Torino;Piemonte;LETTERARIA;Specialistiche in scienze dello spettacolo e della produzione multimediale;Rappresentazione Audiovisiva e Multimediale: Linguaggi, Forme, Teorie.;1
2014;101;Torino;Piemonte;LETTERARIA;Specialistiche in scienze dello spettacolo e della produzione multimediale;Teatro e Arti della Scena;2
2014;101;Torino;Piemonte;LETTERARIA;Specialistiche in storia dell'arte;Storia del Patrimonio Archeologico e Storico-Artistico;23
2014;101;Torino;Piemonte;LETTERARIA;Specialistiche in storia moderna;Corso di Laurea Specialistica in Storia;11
2014;101;Torino;Piemonte;LETTERARIA;Antropologia culturale ed etnologia;Antropologia Culturale ed Etnologia;142
2014;101;Torino;Piemonte;LETTERARIA;Scienze per la conservazione dei beni culturali;Scienze per i Beni Culturali;5
2014;101;Torino;Piemonte;LETTERARIA;Filologia moderna;Culture Moderne Comparate;148
2014;101;Torino;Piemonte;LETTERARIA;Specialistiche in geografia;Geografia per Lo Sviluppo e le Risorse Paesistiche;2
2014;101;Torino;Piemonte;LINGUISTICA;Lingue moderne per la comunicazione e la cooperazione internazionale;Comunicazione Internazionale per il Turismo;96
2014;101;Torino;Piemonte;LINGUISTICA;Lingue e letterature moderne europee e americane;Lingue e Letterature Moderne;141
2014;101;Torino;Piemonte;LINGUISTICA;Traduzione specialistica e interpretariato;Traduzione;162
2014;101;Torino;Piemonte;LINGUISTICA;Linguistica;Scienze Linguistiche;57
2014;101;Torino;Piemonte;LINGUISTICA;Lingue moderne per la comunicazione e la cooperazione internazionale;Lingue Straniere per la Comunicazione Internazionale;240
2014;101;Torino;Piemonte;LINGUISTICA;Specialistiche in traduzione letteraria e in traduzione tecnico-scientifica;Traduzione;4
2014;101;Torino;Piemonte;LINGUISTICA;Specialistiche in lingue straniere per la comunicazione internazionale;Lingue Straniere per la Comunicazione Internazionale;11
2014;101;Torino;Piemonte;LINGUISTICA;Specialistiche in linguistica;Scienze Linguistiche;14
2014;101;Torino;Piemonte;LINGUISTICA;Specialistiche in lingue straniere per la comunicazione internazionale;Lingue e Civiltà dell'Asia e dell'Africa per la Comunicazione Internazionale;3
2014;101;Torino;Piemonte;LINGUISTICA;Specialistiche in lingue e letterature moderne euroamericane;Lingue e Letterature Moderne Comparate;1
2014;101;Torino;Piemonte;LINGUISTICA;Specialistiche in lingue e letterature moderne euroamericane;Lingue e Letterature Moderne;7
2014;101;Torino;Piemonte;LINGUISTICA;Lingue moderne per la comunicazione e la cooperazione internazionale;Lingue e Civilta' dell'Asia e dell'Africa;46
2014;101;Torino;Piemonte;MEDICA;Scienze riabilitative delle professioni sanitarie;Scienze Riabilitative delle Professioni Sanitarie;24
2014;101;Torino;Piemonte;MEDICA;Specialistiche nelle scienze infermieristiche e ostetriche;Corso di Laurea Specialistica in Scienze Infermieristiche e Ostetriche;10
2014;101;Torino;Piemonte;MEDICA;Scienze delle professioni sanitarie tecniche;Scienze delle Professioni Sanitarie Tecniche Diagnostiche;28
2014;101;Torino;Piemonte;MEDICA;Specialistiche nelle scienze delle professioni sanitarie tecniche;Scienze delle Professioni Sanitarie Tecniche Diagnostiche;1
2014;101;Torino;Piemonte;MEDICA;Scienze infermieristiche e ostetriche;Scienze Infermieristiche e Ostetriche;69
2014;101;Torino;Piemonte;MEDICA;Scienze della nutrizione umana;Scienze degli Alimenti e della Nutrizione Umana;35
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Scienze delle pubbliche amministrazioni;Scienze Giuridiche per le Amministrazioni Pubbliche e Private;6
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Scienze della comunicazione pubblica, d'impresa e pubblicità;Comunicazione, Ict e Media;51
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Scienze della comunicazione pubblica, d'impresa e pubblicità;Produzione e Organizzazione della Comunicazione e della Conoscenza;32
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Scienze della politica;Scienze del Governo;137
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Scienze delle pubbliche amministrazioni;Governo delle Amministrazioni;4
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Scienze per la cooperazione allo sviluppo;Cooperazione, Sviluppo e Innovazione nell’ Economia Globale;111
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Scienze per la cooperazione allo sviluppo;Sviluppo, Ambiente e Cooperazione;32
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Servizio sociale e politiche sociali;Politiche e Servizi Sociali;175
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Sociologia e ricerca sociale;Sociologia;102
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Scienze della comunicazione pubblica, d'impresa e pubblicità;Comunicazione Pubblica e Politica;147
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Teorie della comunicazione;Comunicazione e Culture dei Media;94
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Scienze della politica;Scienze del Governo e dell'Amministrazione;42
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Studi europei;Studi Giuridici Europei;49
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Specialistiche in relazioni internazionali;Relazioni Internazionali e Tutela dei Diritti Umani;5
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Scienze delle pubbliche amministrazioni;Scienze Amministrative e Giuridiche delle Organizzazioni Pubbliche e Private;146
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Relazioni internazionali;Scienze Internazionali;386
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Specialistiche in tecniche e metodi per la societa dell'informazione;Comunicazione nella Società dell'Informazione;3
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Specialistiche in editoria, comunicazione multimediale e giornalismo;Comunicazione Multimediale e di Massa;12
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Specialistiche in programmazione e gestione delle politiche e dei servizi sociali;Programmazione delle Politiche e dei Servizi Sociali;9
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Specialistiche in scienze della comunicazione sociale e istituzionale;Comunicazione per le Istituzioni e le Imprese;12
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Specialistiche in scienze della comunicazione sociale e istituzionale;Relazioni Pubbliche e Reti Mediali;2
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Specialistiche in scienze della politica;Scienze Politiche;1
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Specialistiche in scienze delle pubbliche amministrazioni;Scienze dell'Amministrazione;16
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Specialistiche in scienze per la cooperazione allo sviluppo;Cooperazione, Sviluppo, Mercati Transnazionali (Già Cooperazione, Sviluppo, e Mercati Internazionali);6
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Specialistiche in sociologia;Sociologia;14
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Specialistiche in studi europei;Studi Europei;1
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Progettazione e gestione dei sistemi turistici;Economia, Gestione e Valorizzazione del Turismo;5
2014;101;Torino;Piemonte;POLITICO-SOCIALE;Specialistiche in progettazione e gestione dei sistemi turistici;Lingue e Culture per il Turismo;4
2014;101;Torino;Piemonte;PSICOLOGICA;Specialistiche in psicologia;Psico-Biologia dei Processi Motivazionali e Affettivi;1
2014;101;Torino;Piemonte;PSICOLOGICA;Psicologia;Scienze della Mente;138
2014;101;Torino;Piemonte;PSICOLOGICA;Psicologia;Psicologia Clinica e di Comunità;573
2014;101;Torino;Piemonte;PSICOLOGICA;Psicologia;Scienze del Corpo e della Mente;148
2014;101;Torino;Piemonte;PSICOLOGICA;Psicologia;Psicologia dello Sviluppo e dell'Educazione;43
2014;101;Torino;Piemonte;PSICOLOGICA;Psicologia;Psicologia del Lavoro e del Benessere nelle Organizzazioni;306
2014;101;Torino;Piemonte;PSICOLOGICA;Psicologia;Psicologia Criminologica e Forense;170
2014;101;Torino;Piemonte;PSICOLOGICA;Psicologia;Psicologia Clinica: Salute e Interventi nella Comunita';236
2014;101;Torino;Piemonte;PSICOLOGICA;Psicologia;Psicologia;40
2014;101;Torino;Piemonte;PSICOLOGICA;Specialistiche in psicologia;Scienze della Mente;6
2014;101;Torino;Piemonte;PSICOLOGICA;Specialistiche in psicologia;Psicologia Criminale e Investigativa;4
2014;101;Torino;Piemonte;PSICOLOGICA;Specialistiche in psicologia;Laurea Specialistica in Psicologia Clinica e di Comunita';10
2014;101;Torino;Piemonte;PSICOLOGICA;Specialistiche in psicologia;Gestione delle Risorse Umane e Sviluppo Organizzativo;2
2014;101;Torino;Piemonte;PSICOLOGICA;Specialistiche in psicologia;Apprendimento, Cambiamento e Formazione degli Adulti;1
2014;101;Torino;Piemonte;PSICOLOGICA;Specialistiche in psicologia;Psicologia dello Sviluppo e dell'Educazione;8
2014;101;Torino;Piemonte;SCIENTIFICA;Specialistiche in informatica;Sistemi per il Trattamento dell'Informazione;2
2014;101;Torino;Piemonte;SCIENTIFICA;Scienze della natura;Evoluzione del Comportamento Animale e dell'Uomo;70
2014;101;Torino;Piemonte;SCIENTIFICA;Matematica;Matematica;177
2014;101;Torino;Piemonte;SCIENTIFICA;Informatica;Informatica;146
2014;101;Torino;Piemonte;SCIENTIFICA;Fisica;Fisica dei Sistemi Complessi;75
2014;101;Torino;Piemonte;SCIENTIFICA;Fisica;Fisica;185
2014;101;Torino;Piemonte;SCIENTIFICA;Scienze della natura;Scienze dei Sistemi Naturali;16
2014;101;Torino;Piemonte;SCIENTIFICA;Specialistiche in scienze della natura;Evoluzione del Comportamento Animale e dell'Uomo;4
2014;101;Torino;Piemonte;SCIENTIFICA;Specialistiche in informatica;Realtà Virtuale e Multimedialità;3
2014;101;Torino;Piemonte;SCIENTIFICA;Specialistiche in informatica;Metodologie e Sistemi Informatici;4
2014;101;Torino;Piemonte;SCIENTIFICA;Specialistiche in fisica;Fisica delle Tecnologie Avanzate;3
2014;101;Torino;Piemonte;SCIENTIFICA;Specialistiche in fisica;Fisica delle Interazioni Fondamentali;2
2014;101;Torino;Piemonte;SCIENTIFICA;Specialistiche in fisica;Fisica Ambientale e Biomedica;1
2014;101;Torino;Piemonte;SCIENTIFICA;Specialistiche in scienze dell'universo;Astrofisica e Fisica Cosmica;1
2014;101;Torino;Piemonte;SCIENTIFICA;Specialistiche in matematica;Matematica;3
2014;101;Torino;Piemonte;AGRARIA;Specialistiche in medicina veterinaria;Medicina Veterinaria;176
2014;101;Torino;Piemonte;AGRARIA;Medicina veterinaria;Medicina Veterinaria;546
2014;101;Torino;Piemonte;AGRARIA;Medicina veterinaria;Medicina Veterinaria;49
2014;101;Torino;Piemonte;CHIMICO-FARMACEUTICA;Farmacia e farmacia industriale;Chimica e Tecnologia Farmaceutiche;292
2014;101;Torino;Piemonte;CHIMICO-FARMACEUTICA;Farmacia e farmacia industriale;Farmacia;128
2014;101;Torino;Piemonte;CHIMICO-FARMACEUTICA;Farmacia e farmacia industriale;Chimica e Tecnologia Farmaceutiche;68
2014;101;Torino;Piemonte;CHIMICO-FARMACEUTICA;Specialistiche in farmacia e farmacia industriale;Farmacia;189
2014;101;Torino;Piemonte;CHIMICO-FARMACEUTICA;Specialistiche in farmacia e farmacia industriale;Chimica e Tecnologia Farmaceutiche;49
2014;101;Torino;Piemonte;CHIMICO-FARMACEUTICA;Farmacia e farmacia industriale;Farmacia;672
2014;101;Torino;Piemonte;GIURIDICA;Magistrali in giurisprudenza;Giurisprudenza;3788
2014;101;Torino;Piemonte;GIURIDICA;Magistrali in giurisprudenza;Giurisprudenza;598
2014;101;Torino;Piemonte;INSEGNAMENTO;Scienze della formazione primaria;Scienze della Formazione Primaria;90
2014;101;Torino;Piemonte;INSEGNAMENTO;Scienze della formazione primaria;Scienze della Formazione Primaria;67
2014;101;Torino;Piemonte;INSEGNAMENTO;Scienze della formazione primaria;Scienze della Formazione Primaria;802
2014;101;Torino;Piemonte;INSEGNAMENTO;Scienze della formazione primaria;Scienze della Formazione Primaria;163
2014;101;Torino;Piemonte;LETTERARIA;Conservazione e restauro dei beni culturali;Conservazione e Restauro dei Beni Culturali (Abilitante Ai Sensi del D.Lgs N.42/2004);92
2014;101;Torino;Piemonte;LETTERARIA;Conservazione e restauro dei beni culturali;Conservazione e Restauro dei Beni Culturali (Abilitante Ai Sensi del D.Lgs N.42/2004);16
2014;101;Torino;Piemonte;MEDICA;Odontoiatria e protesi dentaria;Odontoiatria e Protesi Dentaria;228
2014;101;Torino;Piemonte;MEDICA;Medicina e chirurgia;Medicina e Chirurgia;398
2014;101;Torino;Piemonte;MEDICA;Odontoiatria e protesi dentaria;Odontoiatria e Protesi Dentaria;39
2014;101;Torino;Piemonte;MEDICA;Specialistiche in odontoiatria e protesi dentaria;Odontoiatria e Protesi Dentaria;21
2014;101;Torino;Piemonte;MEDICA;Specialistiche in medicina e chirurgia;Medicina e Chirurgia (Torino);504
2014;101;Torino;Piemonte;MEDICA;Specialistiche in medicina e chirurgia;Medicina e Chirurgia (Orbassano);144
2014;101;Torino;Piemonte;MEDICA;Medicina e chirurgia;Medicina e Chirurgia;2701
2014;101;Torino;Piemonte;AGRARIA;Scienze e tecnologie agrarie e forestali;Scienze e Tecnologie Agrarie;128
2014;101;Torino;Piemonte;AGRARIA;Scienze zootecniche e tecnologie delle produzioni animali;Produzioni e Gestione degli Animali in allevamento e Selvatici;92
2014;101;Torino;Piemonte;AGRARIA;Scienze zootecniche e tecnologie delle produzioni animali;Produzioni e Gestione degli Animali in allevamento e Selvatici;264
2014;101;Torino;Piemonte;AGRARIA;Scienze e tecnologie alimentari;Viticoltura ed Enologia;78
2014;101;Torino;Piemonte;AGRARIA;Scienze e tecnologie alimentari;Viticoltura ed Enologia;189
2014;101;Torino;Piemonte;AGRARIA;Scienze e tecnologie alimentari;Tecnologie Alimentari;164
2014;101;Torino;Piemonte;AGRARIA;Scienze e tecnologie alimentari;Tecnologie Alimentari;555
2014;101;Torino;Piemonte;AGRARIA;Scienze e tecnologie agrarie, agroalimentari e forestali;Agricoltura Biologica;2
2014;101;Torino;Piemonte;AGRARIA;Scienze e tecnologie agrarie e forestali;Scienze Forestali e Ambientali;252
2014;101;Torino;Piemonte;AGRARIA;Scienze e tecnologie agrarie e forestali;Scienze e Tecnologie Agrarie;440
2014;101;Torino;Piemonte;AGRARIA;Scienze e tecnologie agrarie, agroalimentari e forestali;Difesa del Suolo e Manutenzione Idraulico Forestale del Territorio;10
2014;101;Torino;Piemonte;AGRARIA;Scienze e tecnologie zootecniche e delle produzioni animali;Produzioni Animali;5
