ANNO_ACCADEMICO;ATENEO_CODICE;ATENEO_NOME;ATENEO_REGIONE;GRUPPO_CORSO;CLASSE_CORSO_NOME;CORSO_DI_STUDIO;STUDENTE
2014;1001;Genova;Liguria;CHIMICO-FARMACEUTICA;Scienze e tecnologie della chimica industriale;Chimica Industriale;23
2014;1001;Genova;Liguria;CHIMICO-FARMACEUTICA;Scienze chimiche;Scienze Chimiche;53
2014;1001;Genova;Liguria;CHIMICO-FARMACEUTICA;Specialistiche in scienze chimiche;Scienze Chimiche;1
2014;1001;Genova;Liguria;CHIMICO-FARMACEUTICA;Specialistiche in scienze e tecnologie della chimica industriale;Chimica Industriale;2
2014;1001;Genova;Liguria;ECONOMICO-STATISTICA;Scienze economico-aziendali;Amministrazione, Finanza e Controllo;272
2014;1001;Genova;Liguria;ECONOMICO-STATISTICA;Specialistiche in scienze dell'economia;Economia Europea,Territoriale e Transfrontaliera;1
2014;1001;Genova;Liguria;ECONOMICO-STATISTICA;Scienze economico-aziendali;Management;121
2014;1001;Genova;Liguria;ECONOMICO-STATISTICA;Scienze economico-aziendali;Economia e Management Marittimo e Portuale;102
2014;1001;Genova;Liguria;ECONOMICO-STATISTICA;Scienze dell'economia;Economia e Istituzioni Finanziarie;77
2014;1001;Genova;Liguria;ECONOMICO-STATISTICA;Specialistiche in scienze economico-aziendali;General Management;3
2014;1001;Genova;Liguria;ECONOMICO-STATISTICA;Specialistiche in scienze economico-aziendali;Attività Professionali, Amministrazione, Finanza, Controllo;9
2014;1001;Genova;Liguria;ECONOMICO-STATISTICA;Specialistiche in scienze economico-aziendali;Economia e Management Marittimo e Portuale;1
2014;1001;Genova;Liguria;EDUCAZIONE FISICA;Specialistiche in scienze e tecniche delle attivita motorie preventive e adattative;Scienze e Tecniche delle Attività Motorie Preventive e Adattative;1
2014;1001;Genova;Liguria;EDUCAZIONE FISICA;Scienze e tecniche delle attività motorie preventive e adattate;Scienze e Tecniche dell'Attività Motoria Preventiva e Adattata;55
2014;1001;Genova;Liguria;EDUCAZIONE FISICA;Scienze e tecniche dello sport;Scienze e Tecniche dello Sport;32
2014;1001;Genova;Liguria;GEO-BIOLOGICA;Scienze e tecnologie geologiche;Scienze Geologiche;30
2014;1001;Genova;Liguria;GEO-BIOLOGICA;Specialistiche in scienze e tecnologie per l'ambiente e il territorio;Scienze Ambientali Marine;1
2014;1001;Genova;Liguria;GEO-BIOLOGICA;Biotecnologie mediche, veterinarie e farmaceutiche;Biotecnologie Medico-Farmaceutiche;38
2014;1001;Genova;Liguria;GEO-BIOLOGICA;Scienze e tecnologie per l'ambiente e il territorio;Scienze del Mare;38
2014;1001;Genova;Liguria;GEO-BIOLOGICA;Biologia;Biologia Molecolare e Sanitaria;74
2014;1001;Genova;Liguria;GEO-BIOLOGICA;Specialistiche in biologia;Biologia Cellulare e Molecolare;1
2014;1001;Genova;Liguria;GEO-BIOLOGICA;Biologia;Monitoraggio Biologico;31
2014;1001;Genova;Liguria;GIURIDICA;Specialistiche in giurisprudenza;Giurisprudenza;1
2014;1001;Genova;Liguria;GIURIDICA;Specialistiche in giurisprudenza;Giurisprudenza (Corso Ad Esaurimento);2
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria navale;Ingegneria Navale;160
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria elettronica;Ingegneria Elettronica;69
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria energetica e nucleare;Environmental & Energy Engineering (Ingegneria per l'Ambiente e l'Energia);15
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria gestionale;Ingegneria Gestionale;95
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria informatica;Ingegneria Informatica;81
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria informatica;Robotics Engineering - Ingegneria della Robotica;25
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria meccanica;Ingegneria Meccanica;1
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria meccanica;Ingegneria Meccanica - Energia e Aeronautica;130
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria meccanica;Ingegneria Meccanica - Progettazione e Produzione;129
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria meccanica;Ingegneria Meccanica Aeronautica;1
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria navale;Ingegneria Nautica;3
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria elettrica;Ingegneria Elettrica;46
2014;1001;Genova;Liguria;INGEGNERIA;Scienza e ingegneria dei materiali;Scienza e Ingegneria dei Materiali;43
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria navale;Yacht Design;77
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria navale;Yacht Design;75
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria per l'ambiente e il territorio;Environmental & Energy Engineering (Ingegneria per l'Ambiente e l'Energia);24
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria per l'ambiente e il territorio;Ingegneria Civile e Ambientale;27
2014;1001;Genova;Liguria;INGEGNERIA;Specialistiche in ingegneria gestionale;Ingegneria Gestionale;2
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria meccanica;Ingegneria Meccatronica;1
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria biomedica;Bioingegneria;156
2014;1001;Genova;Liguria;INGEGNERIA;Specialistiche in ingegneria biomedica;Bioingegneria;3
2014;1001;Genova;Liguria;INGEGNERIA;Specialistiche in ingegneria delle telecomunicazioni;Ingegneria delle Telecomunicazioni;2
2014;1001;Genova;Liguria;INGEGNERIA;Specialistiche in ingegneria elettronica;Ingegneria Elettronica;2
2014;1001;Genova;Liguria;INGEGNERIA;Specialistiche in ingegneria informatica;Ingegneria Informatica;6
2014;1001;Genova;Liguria;INGEGNERIA;Specialistiche in ingegneria navale;Ingegneria Nautica;5
2014;1001;Genova;Liguria;INGEGNERIA;Specialistiche in ingegneria navale;Ingegneria Navale;4
2014;1001;Genova;Liguria;INGEGNERIA;Specialistiche in ingegneria meccanica;Ingegneria Meccanica;2
2014;1001;Genova;Liguria;INGEGNERIA;Specialistiche in ingegneria per l'ambiente e il territorio;Ingegneria delle Acque e della Difesa del Suolo;2
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria delle telecomunicazioni;Multimedia Signal Processing And Telecommunication Networks - Reti di Telecomunicazioni ed Elaborazione di Segnali Multimediali;51
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria chimica;Ingegneria Chimica;52
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria civile;Ingegneria Civile e Ambientale;124
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria civile;Ingegneria dei Trasporti e della Logistica;1
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria civile;Ingegneria delle Costruzioni;1
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria dell'automazione;Robotics Engineering;1
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria dell'automazione;Robotics Engineering - Ingegneria della Robotica;23
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria della sicurezza;Ingegneria della Sicurezza: Trasporti e Sistemi Territoriali;32
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria delle telecomunicazioni;Ingegneria delle Telecomunicazioni;4
2014;1001;Genova;Liguria;INGEGNERIA;Specialistiche in ingegneria per l'ambiente e il territorio;Ingegneria dell'Ambiente (Gestione dei Rischi Naturali ed Industriali);1
2014;1001;Genova;Liguria;INSEGNAMENTO;Specialistiche in scienze pedagogiche;Scienze Pedagogiche;5
2014;1001;Genova;Liguria;INSEGNAMENTO;Scienze pedagogiche;Pedagogia, Progettazione e Ricerca Educativa;88
2014;1001;Genova;Liguria;INSEGNAMENTO;Scienze pedagogiche;Scienze Pedagogiche;125
2014;1001;Genova;Liguria;INSEGNAMENTO;Specialistiche in scienze dell'educazione degli adulti e della formazione continua;Educazione degli Adulti e della Formazione Continua;1
2014;1001;Genova;Liguria;LETTERARIA;Filologia moderna;Letterature Moderne e Spettacolo;41
2014;1001;Genova;Liguria;LETTERARIA;Storia dell'arte;Storia dell'Arte e Valorizzazione del Patrimonio Artistico;104
2014;1001;Genova;Liguria;LETTERARIA;Scienze storiche;Scienze Storiche, Archivistiche e Librarie;53
2014;1001;Genova;Liguria;LETTERARIA;Scienze storiche;Scienze Storiche;35
2014;1001;Genova;Liguria;LETTERARIA;Scienze geografiche;Scienze Geografico-Ambientali e Sistemi Informativi (G.I.S.) per Lo Sviluppo Sostenibile;2
2014;1001;Genova;Liguria;LETTERARIA;Scienze geografiche;Scienze Geografico-Ambientali e G.I.S. per Lo Sviluppo Sostenibile;3
2014;1001;Genova;Liguria;LETTERARIA;Scienze filosofiche;Metodologie Filosofiche;107
2014;1001;Genova;Liguria;LETTERARIA;Scienze dello spettacolo e produzione multimediale;Scienze dello Spettacolo;1
2014;1001;Genova;Liguria;LETTERARIA;Scienze dello spettacolo e produzione multimediale;Produzione e Traduzione Audiovisiva per le Discipline delle Arti e dello Spettacolo;4
2014;1001;Genova;Liguria;LETTERARIA;Archivistica e biblioteconomia;Scienze Storiche, Archivistiche e Librarie;7
2014;1001;Genova;Liguria;LETTERARIA;Archeologia;Scienze dell'Antichità: Archeologia, Filologia e Letterature, Storia;31
2014;1001;Genova;Liguria;LETTERARIA;Archeologia;Archeologia, Gestione e Valorizzazione del Patrimonio Archeologico;3
2014;1001;Genova;Liguria;LETTERARIA;Filologia, letterature e storia dell'antichità;Letterature e Civiltà Classiche;2
2014;1001;Genova;Liguria;LETTERARIA;Specialistiche in scienze dello spettacolo e della produzione multimediale;Scienze dello Spettacolo;1
2014;1001;Genova;Liguria;LETTERARIA;Specialistiche in antropologia culturale ed etnologia;Antropologia Culturale ed Etnologia;1
2014;1001;Genova;Liguria;LETTERARIA;Specialistiche in conservazione e restauro del patrimonio storico-artistico;Metodologie per la Conservazione e il Restauro dei Beni Culturali;1
2014;1001;Genova;Liguria;LETTERARIA;Specialistiche in filologia moderna;Letterature e Civiltà Moderne;1
2014;1001;Genova;Liguria;LETTERARIA;Specialistiche in filosofia teoretica, morale, politica ed estetica;Metodologie Filosofiche;3
2014;1001;Genova;Liguria;LETTERARIA;Specialistiche in archeologia;Archeologia, Gestione e Valorizzazione del Patrimonio Archeologico;2
2014;1001;Genova;Liguria;LETTERARIA;Filologia, letterature e storia dell'antichità;Scienze dell'Antichità: Archeologia, Filologia e Letterature, Storia;21
2014;1001;Genova;Liguria;LETTERARIA;Specialistiche in archivistica e biblioteconomia;Archivistica e Biblioteconomia;1
2014;1001;Genova;Liguria;LETTERARIA;Specialistiche in storia dell'arte;Storia dell'Arte e Valorizzazione del Patrimonio Artistico;7
2014;1001;Genova;Liguria;LETTERARIA;Specialistiche in storia moderna;Strumenti e Metodi della Ricerca Storica;1
2014;1001;Genova;Liguria;LETTERARIA;Antropologia culturale ed etnologia;Antropologia Culturale ed Etnologia;7
2014;1001;Genova;Liguria;LETTERARIA;Scienze per la conservazione dei beni culturali;Metodologie per la Conservazione e il Restauro dei Beni Culturali;12
2014;1001;Genova;Liguria;LETTERARIA;Filologia moderna;Letterature e Civiltà Moderne;62
2014;1001;Genova;Liguria;LETTERARIA;Specialistiche in geografia;Sistemi Informativi Geografici, Territorio e Turismo;1
2014;1001;Genova;Liguria;LINGUISTICA;Lingue e letterature moderne europee e americane;Lingue e Letterature Moderne per i Servizi Culturali;48
2014;1001;Genova;Liguria;LINGUISTICA;Lingue moderne per la comunicazione e la cooperazione internazionale;Lingue e Culture Moderne per la Comunicazione Internazionale;10
2014;1001;Genova;Liguria;LINGUISTICA;Traduzione specialistica e interpretariato;Traduzione e Interpretariato;117
2014;1001;Genova;Liguria;LINGUISTICA;Lingue e letterature moderne europee e americane;Letterature Comparate;4
2014;1001;Genova;Liguria;LINGUISTICA;Specialistiche in traduzione letteraria e in traduzione tecnico-scientifica;Traduzione;5
2014;1001;Genova;Liguria;LINGUISTICA;Specialistiche in lingue straniere per la comunicazione internazionale;Lingue e Culture Straniere per la Comunicazione Internazionale;6
2014;1001;Genova;Liguria;LINGUISTICA;Lingue moderne per la comunicazione e la cooperazione internazionale;Lingue e Letterature Moderne per i Servizi Culturali;103
2014;1001;Genova;Liguria;MEDICA;Scienze infermieristiche e ostetriche;Scienze Infermieristiche e Ostetriche;42
2014;1001;Genova;Liguria;MEDICA;Scienze riabilitative delle professioni sanitarie;Scienze Riabilitative delle Professioni Sanitarie;30
2014;1001;Genova;Liguria;MEDICA;Specialistiche nelle scienze infermieristiche e ostetriche;Scienze Infermieristiche e Ostetriche;3
2014;1001;Genova;Liguria;MEDICA;Specialistiche nelle scienze delle professioni sanitarie tecniche;Scienze delle Professioni Sanitarie Tecniche Assistenziali;1
2014;1001;Genova;Liguria;POLITICO-SOCIALE;Scienze delle pubbliche amministrazioni;Amministrazione e Politiche Pubbliche;123
2014;1001;Genova;Liguria;POLITICO-SOCIALE;Servizio sociale e politiche sociali;Servizio Sociale e Politiche Sociali;92
2014;1001;Genova;Liguria;POLITICO-SOCIALE;Relazioni internazionali;Scienze Internazionali e Diplomatiche;100
2014;1001;Genova;Liguria;POLITICO-SOCIALE;Relazioni internazionali;Politiche ed Economia del Mediterraneo;2
2014;1001;Genova;Liguria;POLITICO-SOCIALE;Informazione e sistemi editoriali;Informazione ed Editoria;115
2014;1001;Genova;Liguria;POLITICO-SOCIALE;Specialistiche in relazioni internazionali;Scienze Internazionali e Diplomatiche;3
2014;1001;Genova;Liguria;POLITICO-SOCIALE;Specialistiche in relazioni internazionali;Politiche ed Economia del Mediterraneo;1
2014;1001;Genova;Liguria;POLITICO-SOCIALE;Specialistiche in programmazione e gestione delle politiche e dei servizi sociali;Direzione Sociale e Servizi alla Persona;4
2014;1001;Genova;Liguria;POLITICO-SOCIALE;Specialistiche in tecniche e metodi per la societa dell'informazione;Scienze e Tecnologie della Comunicazione e dell'Informazione;1
2014;1001;Genova;Liguria;POLITICO-SOCIALE;Specialistiche in scienze della comunicazione sociale e istituzionale;Scienze della Comunicazione Sociale e Istituzionale;1
2014;1001;Genova;Liguria;POLITICO-SOCIALE;Teorie della comunicazione;Digital Humanities - Comunicazione e Nuovi Media;24
2014;1001;Genova;Liguria;PSICOLOGICA;Specialistiche in psicologia;Psicologia;5
2014;1001;Genova;Liguria;PSICOLOGICA;Psicologia;Psicologia;196
2014;1001;Genova;Liguria;SCIENTIFICA;Specialistiche in matematica;Matematica;1
2014;1001;Genova;Liguria;SCIENTIFICA;Scienze della natura;Scienze dei Sistemi Naturali;19
2014;1001;Genova;Liguria;SCIENTIFICA;Matematica;Matematica;67
2014;1001;Genova;Liguria;SCIENTIFICA;Fisica;Fisica;55
2014;1001;Genova;Liguria;SCIENTIFICA;Specialistiche in informatica;Informatica;1
2014;1001;Genova;Liguria;SCIENTIFICA;Informatica;Informatica;30
2014;1001;Genova;Liguria;ARCHITETTURA;Architettura e ingegneria edile-architettura (quinquennale);Ingegneria Edile-Architettura;190
2014;1001;Genova;Liguria;ARCHITETTURA;Specialistiche in architettura e ingegneria edile;Architettura;92
2014;1001;Genova;Liguria;ARCHITETTURA;Specialistiche in architettura e ingegneria edile;Ingegneria Edile - Architettura;49
2014;1001;Genova;Liguria;ARCHITETTURA;Architettura e ingegneria edile-architettura (quinquennale);Architettura;876
2014;1001;Genova;Liguria;CHIMICO-FARMACEUTICA;Farmacia e farmacia industriale;Chimica e Tecnologia Farmaceutiche;71
2014;1001;Genova;Liguria;CHIMICO-FARMACEUTICA;Farmacia e farmacia industriale;Farmacia;73
2014;1001;Genova;Liguria;CHIMICO-FARMACEUTICA;Farmacia e farmacia industriale;Farmacia;317
2014;1001;Genova;Liguria;CHIMICO-FARMACEUTICA;Farmacia e farmacia industriale;Chimica e Tecnologia Farmaceutiche;195
2014;1001;Genova;Liguria;CHIMICO-FARMACEUTICA;Specialistiche in farmacia e farmacia industriale;Chimica e Tecnologia Farmaceutiche;34
2014;1001;Genova;Liguria;CHIMICO-FARMACEUTICA;Specialistiche in farmacia e farmacia industriale;Farmacia;98
2014;1001;Genova;Liguria;GIURIDICA;Magistrali in giurisprudenza;Giurisprudenza;1506
2014;1001;Genova;Liguria;GIURIDICA;Magistrali in giurisprudenza;Giurisprudenza;259
2014;1001;Genova;Liguria;GIURIDICA;Magistrali in giurisprudenza;Giurisprudenza;245
2014;1001;Genova;Liguria;GIURIDICA;Magistrali in giurisprudenza;Giurisprudenza;30
2014;1001;Genova;Liguria;INSEGNAMENTO;Scienze della formazione primaria;Scienze della Formazione Primaria;203
2014;1001;Genova;Liguria;INSEGNAMENTO;Scienze della formazione primaria;Scienze della Formazione Primaria;44
2014;1001;Genova;Liguria;MEDICA;Specialistiche in medicina e chirurgia;Medicina e Chirurgia;265
2014;1001;Genova;Liguria;MEDICA;Odontoiatria e protesi dentaria;Odontoiatria e Protesi Dentaria;142
2014;1001;Genova;Liguria;MEDICA;Medicina e chirurgia;Medicina e Chirurgia;188
2014;1001;Genova;Liguria;MEDICA;Specialistiche in odontoiatria e protesi dentaria;Odontoiatria e Protesi Dentaria;6
2014;1001;Genova;Liguria;MEDICA;Odontoiatria e protesi dentaria;Odontoiatria e Protesi Dentaria;16
2014;1001;Genova;Liguria;MEDICA;Medicina e chirurgia;Medicina e Chirurgia;1533
2014;1001;Genova;Liguria;ARCHITETTURA;Scienze dell'architettura;Scienze dell'Architettura;149
2014;1001;Genova;Liguria;ARCHITETTURA;Disegno industriale;Disegno Industriale;40
2014;1001;Genova;Liguria;ARCHITETTURA;Disegno industriale;Design del Prodotto e della Nautica;83
2014;1001;Genova;Liguria;ARCHITETTURA;Disegno industriale;Design del Prodotto e della Nautica;335
2014;1001;Genova;Liguria;ARCHITETTURA;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;Scienze per il Progetto Integrato del Territorio dell'Ambiente e del Paesaggio;6
2014;1001;Genova;Liguria;ARCHITETTURA;Scienze dell'architettura;Scienze dell'Architettura;159
2014;1001;Genova;Liguria;ARCHITETTURA;Urbanistica e scienze della pianificazione territoriale e ambientale;Tecniche per la Pianificazione Urbanistica, Territoriale e Ambientale;4
2014;1001;Genova;Liguria;ARCHITETTURA;Disegno industriale;Disegno Industriale (Curriculum in Disegno Industriale);5
2014;1001;Genova;Liguria;ARCHITETTURA;Disegno industriale;Disegno Industriale;4
2014;1001;Genova;Liguria;ARCHITETTURA;Scienze dell'architettura e dell'ingegneria edile;Tecniche per l'Architettura del Paesaggio;12
2014;1001;Genova;Liguria;ARCHITETTURA;Scienze dell'architettura e dell'ingegneria edile;Tecniche per la Progettazione Architettonica e per la Costruzione Edilizia;9
2014;1001;Genova;Liguria;ARCHITETTURA;Scienze dell'architettura e dell'ingegneria edile;Restauro Architettonico;6
2014;1001;Genova;Liguria;ARCHITETTURA;Scienze dell'architettura e dell'ingegneria edile;Tecniche per la Progettazione Architettonica;4
2014;1001;Genova;Liguria;CHIMICO-FARMACEUTICA;Scienze e tecnologie chimiche;Chimica Industriale;1
2014;1001;Genova;Liguria;CHIMICO-FARMACEUTICA;Scienze e tecnologie chimiche;Chimica e Tecnologie Chimiche;187
2014;1001;Genova;Liguria;CHIMICO-FARMACEUTICA;Scienze e tecnologie chimiche;Chimica e Tecnologie Chimiche;83
2014;1001;Genova;Liguria;CHIMICO-FARMACEUTICA;Scienze e tecnologie chimiche;Chimica e Tecnologie Chimiche;5
2014;1001;Genova;Liguria;CHIMICO-FARMACEUTICA;Scienze e tecnologie farmaceutiche;Tecniche Erboristiche;8
2014;1001;Genova;Liguria;CHIMICO-FARMACEUTICA;Scienze e tecnologie farmaceutiche;Informazione Scientifica sul Farmaco;4
2014;1001;Genova;Liguria;ECONOMICO-STATISTICA;Scienze dell'economia e della gestione aziendale;Economia delle Aziende Marittime, della Logistica e dei Trasporti;147
2014;1001;Genova;Liguria;ECONOMICO-STATISTICA;Scienze economiche;Economia e Commercio;2
2014;1001;Genova;Liguria;ECONOMICO-STATISTICA;Scienze economiche;Economia e Commercio;427
2014;1001;Genova;Liguria;ECONOMICO-STATISTICA;Scienze dell'economia e della gestione aziendale;Economia delle Aziende Marittime, della Logistica e dei Trasporti;379
2014;1001;Genova;Liguria;ECONOMICO-STATISTICA;Scienze dell'economia e della gestione aziendale;Economia Aziendale;184
2014;1001;Genova;Liguria;ECONOMICO-STATISTICA;Scienze dell'economia e della gestione aziendale;Economia Aziendale;352
2014;1001;Genova;Liguria;ECONOMICO-STATISTICA;Scienze dell'economia e della gestione aziendale;Economia Aziendale;1161
2014;1001;Genova;Liguria;ECONOMICO-STATISTICA;Scienze economiche;Economia del Turismo;6
2014;1001;Genova;Liguria;ECONOMICO-STATISTICA;Scienze dell'economia e della gestione aziendale;Economia Marittima e dei Trasporti;34
2014;1001;Genova;Liguria;ECONOMICO-STATISTICA;Scienze dell'economia e della gestione aziendale;Economia e Gestione dei Servizi Turistici;3
2014;1001;Genova;Liguria;ECONOMICO-STATISTICA;Scienze dell'economia e della gestione aziendale;Economia della Banca, della Borsa e delle Assicurazioni;24
2014;1001;Genova;Liguria;ECONOMICO-STATISTICA;Scienze dell'economia e della gestione aziendale;Economia Aziendale;16
2014;1001;Genova;Liguria;ECONOMICO-STATISTICA;Scienze dell'economia e della gestione aziendale;Economia Aziendale;90
2014;1001;Genova;Liguria;ECONOMICO-STATISTICA;Scienze economiche;Economia e Commercio;200
2014;1001;Genova;Liguria;ECONOMICO-STATISTICA;Scienze economiche;Economia e Commercio;24
2014;1001;Genova;Liguria;EDUCAZIONE FISICA;Scienze delle attività motorie e sportive;Scienze Motorie, Sport e Salute;379
2014;1001;Genova;Liguria;EDUCAZIONE FISICA;Scienze delle attività motorie e sportive;Scienze Motorie, Sport e Salute;25
2014;1001;Genova;Liguria;EDUCAZIONE FISICA;Scienze delle attivita motorie e sportive;Scienze Motorie;30
2014;1001;Genova;Liguria;EDUCAZIONE FISICA;Scienze delle attività motorie e sportive;Scienze Motorie, Sport e Salute;92
2014;1001;Genova;Liguria;GEO-BIOLOGICA;Biotecnologie;Biotecnologie;39
2014;1001;Genova;Liguria;GEO-BIOLOGICA;Scienze e tecnologie per l'ambiente e la natura;Scienze Ambientali;23
2014;1001;Genova;Liguria;GEO-BIOLOGICA;Scienze geologiche;Scienze Geologiche;26
2014;1001;Genova;Liguria;GEO-BIOLOGICA;Scienze geologiche;Scienze Geologiche;76
2014;1001;Genova;Liguria;GEO-BIOLOGICA;Scienze e tecnologie per l'ambiente e la natura;Scienze Naturali;118
2014;1001;Genova;Liguria;GEO-BIOLOGICA;Scienze e tecnologie per l'ambiente e la natura;Scienze Ambientali e Naturali;88
2014;1001;Genova;Liguria;GEO-BIOLOGICA;Scienze e tecnologie per l'ambiente e la natura;Scienze Ambientali e Naturali;27
2014;1001;Genova;Liguria;GEO-BIOLOGICA;Scienze e tecnologie per l'ambiente e la natura;Scienze Ambientali;129
2014;1001;Genova;Liguria;GEO-BIOLOGICA;Biotecnologie;Biotecnologie;59
2014;1001;Genova;Liguria;GEO-BIOLOGICA;Scienze biologiche;Scienze Biologiche;96
2014;1001;Genova;Liguria;GEO-BIOLOGICA;Biotecnologie;Biotecnologie;5
2014;1001;Genova;Liguria;GEO-BIOLOGICA;Scienze e tecnologie per l'ambiente e la natura;Scienze Naturali;9
2014;1001;Genova;Liguria;GEO-BIOLOGICA;Scienze biologiche;Scienze Biologiche;224
2014;1001;Genova;Liguria;GEO-BIOLOGICA;Scienze della Terra;Scienze Geologiche;1
2014;1001;Genova;Liguria;GEO-BIOLOGICA;Scienze biologiche;Scienze Biologiche;24
2014;1001;Genova;Liguria;GIURIDICA;Scienze dei servizi giuridici;Giurista dell'Impresa e dell'Amministrazione;368
2014;1001;Genova;Liguria;GIURIDICA;Scienze giuridiche;Scienze Giuridiche;12
2014;1001;Genova;Liguria;GIURIDICA;Scienze giuridiche;Scienze Giuridiche;37
2014;1001;Genova;Liguria;GIURIDICA;Scienze dei servizi giuridici;Operatore Giuridico d'Impresa;12
2014;1001;Genova;Liguria;GIURIDICA;Scienze dei servizi giuridici;Giurista dell'Impresa e dell'Amministrazione;76
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria industriale;Ingegneria Navale;112
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria industriale;Ingegneria Industriale e Gestionale;68
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria dell'informazione;Ingegneria Informatica;103
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria industriale;Ingegneria Chimica;103
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria industriale;Ingegneria Chimica;36
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria industriale;Ingegneria Elettrica;134
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria industriale;Ingegneria Elettrica;49
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria industriale;Ingegneria Gestionale;20
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria industriale;Ingegneria Industriale - Gestione Energia Ambiente;146
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria industriale;Ingegneria Industriale e Gestionale;24
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria industriale;Ingegneria Meccanica;424
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria industriale;Ingegneria Meccanica;148
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria industriale;Ingegneria Meccanica;132
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria industriale;Ingegneria Meccanica;43
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria industriale;Ingegneria Nautica;234
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria dell'informazione;Ingegneria Informatica;226
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria industriale;Ingegneria Navale;211
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria dell'informazione;Ingegneria Elettronica;25
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria industriale;Ingegneria Navale;42
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria industriale;Ingegneria Navale;11
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria industriale;Ingegneria Nautica;61
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria industriale;Ingegneria Nautica;21
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria industriale;Ingegneria Chimica;10
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria industriale;Ingegneria Elettrica;12
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria industriale;Ingegneria Gestionale;34
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria industriale;Ingegneria Meccanica;43
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria dell'informazione;Ingegneria Elettronica e Tecnologie dell'Informazione;69
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria industriale;Ingegneria Meccanica - Sede di la Spezia;18
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria dell'informazione;Ingegneria Elettronica e Tecnologie dell'Informazione;145
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria industriale;Ingegneria Navale;32
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria civile e ambientale;Ingegneria Civile e Ambientale;29
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria civile e ambientale;Ingegneria dell'Ambiente;18
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria dell'informazione;Ingegneria Biomedica;5
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria dell'informazione;Ingegneria Elettronica;5
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria dell'informazione;Ingegneria Informatica;22
2014;1001;Genova;Liguria;INGEGNERIA;Ingegneria civile e ambientale;Ingegneria Civile e Ambientale;338
